,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,question_text,score,satisfaction_type,number_of_legs,driver_sub_group1,driver_sub_group2,generation,ua_uax,actual_flown_miles,haul_type,international_domestic_indicator,ques_verbatim_text,verbatim_text,meal_group,meal_category,meal_short_description,pre_order_qty,planned_entree_count,consumed_entree_count
847,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Belgium waffle,1,8,0
848,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,1,1,0
849,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,1,0
850,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,2,1,0
851,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Scrambled eggs,3,10,0
852,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
853,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
854,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Belgium waffle,1,8,0
855,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,1,1,0
856,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,1,0
857,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,2,1,0
858,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Scrambled eggs,3,10,0
859,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
860,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,0
861,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Belgium waffle,1,8,0
862,1680,SFX,CUX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2408,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,On flights of 5 hrs a complimentary meal should be served. We were given on snack. At least two should be offered on long flights.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,1,1,0
863,1894,IAX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2419,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Gluten free options not provided and should be.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
864,1894,IAX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2419,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Gluten free options not provided and should be.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
865,1894,IAX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2419,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Gluten free options not provided and should be.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
866,1894,IAX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2419,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Gluten free options not provided and should be.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
867,1894,IAX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2419,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Gluten free options not provided and should be.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
868,2201,EWX,SAX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2425,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"The flight attendant told me that she did not see any pre order for food. This was after she offered the meal I preordered to someone else. He told her he did not pre order it. When she got to me she said my choice was no longer available. Then she double checked and discovered that I had pre ordered the meal. The same thing happened with my wife's gluten free meal. She said she had no record of it. When she went back and checked, she said she did have it. The same thing happened on the previous flight. There is a problem with the accuracy of the pre order meal system.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,2,3,0
869,2201,EWX,SAX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2425,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"The flight attendant told me that she did not see any pre order for food. This was after she offered the meal I preordered to someone else. He told her he did not pre order it. When she got to me she said my choice was no longer available. Then she double checked and discovered that I had pre ordered the meal. The same thing happened with my wife's gluten free meal. She said she had no record of it. When she went back and checked, she said she did have it. The same thing happened on the previous flight. There is a problem with the accuracy of the pre order meal system.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,0
870,2201,EWX,SAX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2425,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,"The flight attendant told me that she did not see any pre order for food. This was after she offered the meal I preordered to someone else. He told her he did not pre order it. When she got to me she said my choice was no longer available. Then she double checked and discovered that I had pre ordered the meal. The same thing happened with my wife's gluten free meal. She said she had no record of it. When she went back and checked, she said she did have it. The same thing happened on the previous flight. There is a problem with the accuracy of the pre order meal system.",ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,0
871,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,2,0
872,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,2,0
873,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,2,0
874,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,2,0
875,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,1,1,0
876,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,9,0
877,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,9,0
878,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,9,0
879,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,2,0
880,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,2,0
881,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,2,0
882,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Tomato and kale baked egg,1,2,0
883,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Gingerbread French Toast,1,1,0
884,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,9,0
885,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,9,0
886,2333,SFX,MCX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Millennial,UA,2445,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Please consider adding other options.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,9,0
887,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Seared beef short rib,1,8,0
888,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Seared beef short rib,1,8,0
889,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Seared beef short rib,2,8,0
890,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Seared beef short rib,1,8,0
891,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Seared beef short rib,1,8,0
892,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,POULTRY,Thai chicken,1,10,0
893,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,POULTRY,Thai chicken,1,10,0
894,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,POULTRY,Thai chicken,2,10,0
895,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,POULTRY,Thai chicken,1,10,0
896,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,POULTRY,Thai chicken,1,10,0
897,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,3,0
898,1225,LAX,HNX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Gen X,UA,2556,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Nope.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,3,3,0
899,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,8
900,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,8
901,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,8
902,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Scrambled eggs,3,10,8
903,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,8
904,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Belgium waffle,4,9,5
905,1009,BOX,SFX,2022-09-14,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,2704,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,The stewardess skipped over our row and we had to wait another hour before getting beverages.,ENTREES HOT,BREAKFAST,Belgium waffle,1,9,5
906,1017,IAX,CUX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,812,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Do not thank you should be paying for lunch if the flight is at that time Raise the price of the fly by four dollars and give a free lunch like you used to.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
907,1017,IAX,CUX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,812,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Do not thank you should be paying for lunch if the flight is at that time Raise the price of the fly by four dollars and give a free lunch like you used to.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
908,1017,IAX,CUX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,812,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Do not thank you should be paying for lunch if the flight is at that time Raise the price of the fly by four dollars and give a free lunch like you used to.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,3,5,0
909,1017,IAX,CUX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,812,Medium,International,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,Do not thank you should be paying for lunch if the flight is at that time Raise the price of the fly by four dollars and give a free lunch like you used to.,ENTREES HOT,BEEF/VEAL,Brioche cheeseburger,1,5,0
910,2292,IAX,MCX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,853,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Belgium waffle,2,5,3
911,2292,IAX,MCX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,853,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Horchata steel cut oatmeal,1,1,0
912,2292,IAX,MCX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,853,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,10
913,2292,IAX,MCX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,853,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,2,10,10
914,2292,IAX,MCX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,853,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,10
915,2292,IAX,MCX,2022-09-15,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,1,food & beverage,food and beverage satisfaction,Boomer,UA,853,Medium,Domestic,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,No.,ENTREES HOT,BREAKFAST,Scrambled eggs,1,10,10
